source,station_code,station_name,lat,lon,height_m,start_time,duration_s,sampling_rate_hz,intensity,acc_NS,acc_EW,acc_UD,acc_H,acc_total,vel_NS,vel_EW,vel_UD,vel_H,vel_total,disp_NS,disp_EW,disp_UD,disp_H,disp_total
NIED,HKD077,,42.9845,144.3824,3.0,2025-12-08T23:16:00.000,127.0,100,,28.573,-23.917,-23.961,31.154,34.191,2.171,1.978,-1.226,2.273,2.273,-5.334,-0.79,-2.265,5.387,5.844
NIED,HKD087,,43.1502,143.8916,170.0,2025-12-08T23:15:52.000,153.0,100,,-18.659,18.074,-8.964,20.937,21.128,1.741,-1.722,-0.868,1.944,1.948,1.254,-0.457,0.368,1.254,1.263
NIED,HKD088,,43.4704,143.7488,215.0,2025-12-08T23:15:56.000,126.0,100,,-28.93,27.635,-13.542,35.165,37.326,-0.742,0.887,-0.532,0.989,0.992,0.602,0.377,0.415,0.653,0.773
NIED,HKD089,,43.2436,143.5544,89.5,2025-12-08T23:15:55.000,144.0,100,,-39.7,-43.49,25.008,47.159,48.314,-2.828,-2.231,-1.676,2.99,3.15,1.213,1.264,-2.387,1.444,2.534
NIED,HKD099,,43.0736,142.8392,177.0,2025-12-08T23:15:59.000,121.0,100,,-46.488,-60.9,50.032,66.862,72.465,-4.037,-4.166,-1.819,4.317,4.389,1.092,5.844,-0.986,5.945,6.026
NIED,HKD100,,42.2864,143.312,36.1,2025-12-08T23:15:40.000,135.0,100,,-92.856,115.011,24.452,116.522,116.557,-4.25,5.058,1.603,5.453,5.55,-1.036,1.489,-0.627,1.515,1.562
NIED,HKD101,,43.3338,142.9473,370.0,2025-12-08T23:15:58.000,118.0,100,,-9.454,-15.75,-10.429,16.518,18.377,-1.099,1.265,-1.028,1.487,1.487,-1.575,0.775,-0.505,1.751,1.755
NIED,HKD102,,42.8778,142.4481,283.0,2025-12-08T23:15:47.000,169.0,100,,-22.326,24.374,18.748,26.283,31.052,3.215,-2.766,-2.114,3.397,3.493,1.459,-1.441,1.182,1.585,1.763
NIED,HKD104,,42.5886,142.131,70.4,2025-12-08T23:15:39.000,173.0,100,,-31.006,-30.106,-17.821,35.835,36.194,5.984,-3.318,2.194,6.232,6.235,3.577,-1.822,-1.564,3.642,3.947
NIED,HKD111,,42.017,143.1487,22.0,2025-12-08T23:15:34.000,131.0,100,,20.732,-22.649,43.823,24.587,45.831,1.945,2.066,-1.549,2.302,2.328,0.844,-1.134,0.909,1.197,1.486
NIED,HKD112,,41.937,143.2403,15.0,2025-12-08T23:15:34.000,151.0,100,,-81.828,111.393,-32.698,114.86,115.106,4.001,4.441,-1.334,4.558,4.636,0.767,-1.449,-0.731,1.449,1.461
NIED,HKD115,,44.007,142.1485,157.0,2025-12-08T23:16:08.000,123.0,100,,7.135,11.134,-8.02,11.762,12.49,0.997,1.154,-1.307,1.228,1.474,-0.706,0.436,-1.0,0.732,1.004
NIED,HKD123,,42.9933,142.0085,194.0,2025-12-08T23:15:46.000,161.0,100,,-24.573,-32.208,-14.907,33.884,36.89,-6.371,3.636,1.876,6.372,6.38,3.6,1.525,-0.908,3.605,3.605
NIED,HKD126,,42.5748,141.9284,7.0,2025-12-08T23:15:42.000,169.0,100,,150.125,-133.566,-39.003,153.2,154.131,16.235,14.598,-2.967,17.412,17.422,5.954,5.626,-1.413,6.043,6.189
NIED,HKD131,,42.4206,141.0809,13.0,2025-12-08T23:15:40.000,164.0,100,,-74.463,-97.062,50.86,97.238,106.014,-3.041,-3.057,-1.873,3.556,3.603,1.216,0.906,-1.036,1.466,1.649
NIED,HKD132,,42.3484,141.0318,3.0,2025-12-08T23:15:40.000,128.0,100,,84.114,-93.281,-40.263,110.481,110.509,-4.163,7.147,-1.893,8.002,8.012,1.933,-3.117,-0.931,3.667,3.715
NIED,HKD133,,42.4727,140.8657,11.0,2025-12-08T23:15:42.000,151.0,100,,57.868,48.777,-23.001,59.983,62.139,4.915,5.112,-2.625,6.401,6.403,-2.129,-1.679,0.691,2.472,2.56
NIED,HKD135,,42.5533,140.8864,63.0,2025-12-08T23:15:42.000,175.0,100,,-61.381,-78.165,-39.86,80.692,82.335,-4.558,6.643,3.048,6.791,6.851,-0.874,1.172,-0.466,1.272,1.273
NIED,HKD136,,42.5901,140.6441,4.0,2025-12-08T23:15:46.000,141.0,100,,39.203,-37.067,25.683,42.641,42.713,-2.12,-2.18,-0.981,2.351,2.357,-0.524,-0.545,0.511,0.601,0.639
NIED,HKD137,,43.3236,140.3791,15.0,2025-12-08T23:16:00.000,151.0,100,,-9.781,-16.264,-21.389,17.609,26.063,-0.712,0.821,0.71,0.926,0.926,0.486,-0.548,-0.416,0.696,0.809
NIED,HKD138,,43.2923,140.6013,16.0,2025-12-08T23:15:55.000,133.0,100,,10.946,-32.708,-9.807,32.85,33.993,-0.843,0.695,0.51,0.896,0.905,-0.957,0.482,-0.324,0.963,0.976
NIED,HKD140,,43.1908,140.9933,51.0,2025-12-08T23:15:52.000,141.0,100,,-15.818,-12.419,12.064,16.775,20.042,-1.11,-0.95,0.787,1.249,1.271,-0.548,0.584,-0.592,0.713,0.779
NIED,HKD141,,43.1449,140.4355,9.0,2025-12-08T23:16:28.000,78.0,100,,6.628,-9.212,5.281,10.835,11.594,-0.54,-0.568,0.822,0.783,1.096,8.155,-10.971,15.13,13.667,20.381
NIED,HKD145,,42.7978,140.9361,259.0,2025-12-08T23:15:45.000,141.0,100,,-28.698,28.454,-21.189,34.475,36.802,1.662,-1.577,0.635,2.019,2.019,0.577,-1.307,-0.354,1.429,1.431
NIED,HKD147,,42.8056,140.5305,33.0,2025-12-08T23:15:51.000,157.0,100,,-17.136,-12.041,10.143,17.303,18.497,1.397,-1.675,-0.802,1.745,1.773,-0.511,-0.774,-0.329,0.782,0.815
NIED,HKD149,,42.7905,140.2305,24.0,2025-12-08T23:15:54.000,128.0,100,,-8.92,8.659,-8.247,9.796,11.05,0.946,-0.72,0.37,1.077,1.084,-0.559,0.402,0.256,0.562,0.575
NIED,HKD150,,42.701,140.0619,6.0,2025-12-08T23:15:54.000,146.0,100,,12.471,-12.357,-9.365,15.493,17.292,1.022,0.899,0.442,1.029,1.051,0.699,-0.485,0.276,0.827,0.829
NIED,HKD153,,42.1245,140.3755,69.0,2025-12-08T23:15:47.000,105.0,100,,-15.165,23.297,20.521,23.624,27.782,1.096,1.081,-0.978,1.223,1.265,-1.909,-1.46,-1.142,2.401,2.659
NIED,HKD156,,41.8996,140.696,84.0,2025-12-08T23:15:37.000,168.0,100,,-96.422,-64.597,26.206,96.453,97.516,2.956,-4.031,-1.619,4.634,4.635,0.754,0.863,0.615,1.017,1.063
NIED,HKD157,,41.9053,140.9698,37.0,2025-12-08T23:15:34.000,152.0,100,,-87.566,-74.418,63.229,91.255,99.884,3.176,-2.103,-1.808,3.44,3.518,0.833,-0.675,0.751,0.841,1.01
NIED,HKD162,,41.4859,140.2469,17.0,2025-12-08T23:15:38.000,169.0,100,,21.268,42.432,-19.54,42.441,43.617,1.743,3.266,-1.453,3.408,3.417,-0.876,-1.134,-0.697,1.259,1.318
NIED,HKD163,,41.4338,140.1117,13.0,2025-12-08T23:15:48.000,84.0,100,,-26.776,15.729,8.145,26.776,26.967,-0.665,-1.156,-1.053,1.197,1.341,0.941,0.935,0.869,1.308,1.438
NIED,HKD164,,42.4502,139.8533,11.0,2025-12-08T23:15:53.000,160.0,100,,-14.281,11.483,8.594,15.655,16.203,-0.823,-0.883,0.528,0.909,0.924,-0.893,1.466,0.621,1.695,1.714
NIED,HKD165,,42.4287,140.0178,19.0,2025-12-08T23:15:49.000,165.0,100,,20.312,26.233,11.942,26.304,26.414,-1.097,-1.438,0.57,1.518,1.523,-0.278,-0.476,-0.323,0.492,0.5
NIED,HKD166,,42.2286,139.8186,45.0,2025-12-08T23:15:56.000,89.0,100,,5.469,14.485,5.944,15.083,15.867,-0.455,-0.328,-0.384,0.456,0.48,0.79,0.361,0.404,0.805,0.808
NIED,HKD167,,42.1297,139.9813,21.0,2025-12-08T23:15:45.000,157.0,100,,-25.391,-21.656,16.287,28.211,29.055,-1.207,1.126,-0.682,1.248,1.264,-0.942,-0.461,-0.4,0.951,0.951
NIED,HKD168,,41.8691,140.1266,2.0,2025-12-08T23:15:41.000,176.0,100,,19.812,18.049,21.64,19.815,26.266,1.714,-1.665,-1.078,2.143,2.16,-0.691,0.588,0.693,0.864,0.865
NIED,HKD170,,41.7495,140.251,83.0,2025-12-08T23:15:42.000,116.0,100,,17.561,-6.401,-4.679,17.695,17.727,-0.617,-0.789,0.523,0.803,0.803,-0.307,0.525,0.444,0.594,0.687
NIED,HKD171,,41.649,139.9979,31.0,2025-12-08T23:15:43.000,122.0,100,,13.835,15.617,-4.723,17.73,17.731,-1.01,0.935,0.717,1.012,1.012,0.452,-0.923,-0.381,1.025,1.033
NIED,HKD172,,42.2402,139.5519,6.0,2025-12-08T23:15:49.000,125.0,100,,11.372,9.696,-6.25,13.791,14.342,0.514,0.497,0.404,0.521,0.562,-0.24,-0.421,-0.255,0.429,0.434
NIED,HKD174,,42.595,139.8286,10.0,2025-12-08T23:15:54.000,121.0,100,,-12.672,-17.553,-5.47,19.998,20.276,0.407,-0.491,0.365,0.492,0.513,1.01,0.447,-0.288,1.048,1.05
NIED,HKD175,,43.6015,141.3882,28.5,2025-12-08T23:15:59.000,152.0,100,,12.44,27.659,10.484,28.228,28.346,-1.068,-1.1,-0.777,1.232,1.241,-0.528,-0.609,-0.373,0.665,0.734
NIED,HKD176,,43.5324,141.5924,156.0,2025-12-08T23:16:04.000,121.0,100,,-22.32,34.088,-30.861,35.68,41.408,2.439,1.987,-1.29,2.725,2.879,1.652,-2.499,0.659,2.987,3.054
NIED,HKD183,,42.9714,141.1779,268.0,2025-12-08T23:15:51.000,123.0,100,,-15.985,7.442,12.805,16.125,17.198,1.083,0.855,-0.707,1.333,1.365,-0.787,0.699,-0.522,0.953,0.992
NIED,HKD185,,42.7756,141.4016,266.0,2025-12-08T23:15:42.000,171.0,100,,-72.751,-79.555,48.816,91.184,91.185,5.484,6.4,-2.423,6.427,6.438,-1.377,1.576,0.566,1.659,1.687
NIED,IWT005,,39.6478,141.9465,6.0,2025-12-08T23:15:34.000,177.0,100,,37.908,25.464,-90.763,38.765,92.947,-2.508,2.18,-2.215,2.531,2.554,-0.612,-0.896,-0.536,0.976,1.051
